id	gene	start	end	strand	name	cat	clr
slr1807	gene	1283741	1284526	+	hypothetical protein	COG2267I	#FF3333
slr1808	gene	1284552	1285943	+	transfer RNA-Gln reductase	COG0373H	#FFA4A4
slr1809	gene	1286105	1286902	+	unknown protein	-	#333333
sll1699	gene	1286868	1288763	-	oligopeptide-binding protein of oligopeptide ABC transporter	COG0747E	#FF7373
sll1698	gene	1288732	1289112	-	hypothetical protein	-	#333333
sll1697	gene	1289389	1290354	-	hypothetical protein	COG2006S	#C98767
slr1811	gene	1290478	1290957	+	hypothetical protein	-	#333333
slr1812	gene	1291080	1291556	+	hypothetical protein	-	#333333
slr1813	gene	1291631	1292092	+	hypothetical protein	-	#333333
slr1814	gene	1292215	1292679	+	hypothetical protein	-	#333333
slr1815	gene	1292820	1293356	+	hypothetical protein	COG4627S	#C98767
slr1816	gene	1293398	1295551	+	hypothetical protein	COG3914O	#72FE95
sll1696	gene	1295568	1296380	-	hypothetical protein	-	#333333
sll1695	gene	1296382	1296894	-	pilin polypeptide PilA2	COG2165NU	#FF97E8
sll1694	gene	1296993	1297499	-	pilin polypeptide PilA1	-	#333333
sll1693	gene	1297643	1298965	-	hypothetical protein	COG2227H	#FFA4A4
slr1818	gene	1299120	1299725	+	hypothetical protein	-	#333333
sll1692	gene	1299729	1300166	-	hypothetical protein	-	#333333
sll1691	gene	1300159	1300611	-	hypothetical protein	COG5464S	#C98767
slr1819	gene	1300661	1301656	+	hypothetical protein	COG1357S	#C98767
sll1689	gene	1301671	1302780	-	group2 RNA polymerase sigma factor SigE	COG0568K	#99CCFF
sll1688	gene	1303295	1304596	-	threonine synthase	COG0498E	#FF7373
slr1820	gene	1304971	1306443	+	hypothetical protein	COG1807M	#A6CAA9
sll1687	gene	1306436	1309348	-	unknown protein	COG3706T	#93BF96
slr1821	gene	1309482	1310582	+	hypothetical protein	COG0750M	#A6CAA9
slr1822	gene	1310575	1311234	+	endonuclease III	COG0177L	#00FFFF
slr1732	gene	1311828	1312277	+	hypothetical protein	-	#333333
sll1631	gene	1312309	1312803	-	putative cytidine and deoxycytidylate deaminase	COG0590FJ	#A827FE
sll1630	gene	1312843	1313268	-	unknown protein	-	#333333
sll1629	gene	1313278	1314639	-	bacterial cryptochrome	COG0415L	#00FFFF
sll1628	gene	1314909	1316063	-	hypothetical protein	COG0457R	#C27E3A
slr1734	gene	1316227	1317654	+	glucose 6-phosphate dehydrogenase assembly protein	COG3429G	#FF5353
slr1735	gene	1317712	1318470	+	ATP-binding subunit of the ABC-type Bgt permease for basic amino acids and glutamine	COG1126E	#FF7373
sll1626	gene	1318719	1319330	-	LexA repressor	COG1974KT	#B445FE
sll1625	gene	1319546	1320541	-	succinate dehydrogenase iron- sulphur protein subunit	COG0479C	#991616
sll1624	gene	1320835	1321839	-	two-component response regulator	COG3437KT	#B445FE
sll1623	gene	1321852	1322523	-	ABC transporter ATP-binding protein	COG1122P	#CC3333
slr1736	gene	1322825	1323613	+	homogentisate phytyltransferase	COG0382H	#FFA4A4
slr1737	gene	1323672	1324763	+	hypothetical protein	-	#333333
sll1621	gene	1324835	1325404	-	AhpC/TSA family protein	COG0678O	#72FE95
slr1738	gene	1325715	1326134	+	transcription regulator Fur family	COG0735P	#CC3333
sll1620	gene	1326150	1326626	-	hypothetical protein	COG4446S	#C98767
slr1739	gene	1326880	1327248	+	photosystem II 13 kDa protein homolog	-	#333333
slr1740	gene	1327367	1329115	+	oligopeptide binding protein of ABC transporter	COG0747E	#FF7373
sll1618	gene	1329388	1329990	-	hypothetical protein	-	#333333
slr1742	gene	1330110	1330880	+	probable cobyric acid synthase	COG3442R	#C27E3A
slr1743	gene	1330930	1332144	+	type 2 NADH dehydrogenase NdbB	COG1252C	#991616
slr1744	gene	1332429	1334378	+	N-acetylmuramoyl-L-alanine amidase, periplasmic protein	COG0860M	#A6CAA9
slr1746	gene	1334522	1335361	+	glutamate racemase	COG0796M	#A6CAA9
slr1747	gene	1335571	1336980	+	cell death suppressor protein Lls1 homolog	COG4638PR	#FF68DD
slr0851	gene	1337299	1338636	+	type 2 NADH dehydrogenase	COG1252C	#991616
slr0852	gene	1338727	1339155	+	hypothetical protein	-	#333333
slr0853	gene	1339155	1339631	+	ribosomal-protein-alanine acetyltransferase	COG0456R	#C27E3A
slr0854	gene	1339656	1341122	+	DNA photolyase	COG0415L	#00FFFF
sll0858	gene	1341131	1341724	-	hypothetical protein	COG3678UNTP	#BD5CFE
sll0857	gene	1341694	1342062	-	unknown protein	-	#333333
sll0856	gene	1342052	1342612	-	RNA polymerase ECF-type (group 3) sigma-E factor	COG1595K	#99CCFF
sll0855	gene	1342775	1344130	-	putative channel transporter	COG0038P	#CC3333
sll0854	gene	1344140	1345066	-	hypothetical protein	COG2367V	#80B584
sll0853	gene	1345117	1345677	-	hypothetical protein	-	#333333
slr0856	gene	1346197	1346556	+	putative transposase [ISY100l: 1346125 - 1347070]	COG3415L	#00FFFF
slr0857	gene	1346550	1347044	+	putative transposase [ISY100l: 1346125 - 1347070]	COG3335L	#00FFFF
sll0851	gene	1347474	1348856	-	photosystem II CP43 protein	-	#333333
sll0849	gene	1348840	1349898	-	photosystem II reaction center D2 protein	-	#333333
sll0848	gene	1350236	1351579	-	chromosomal replication initiator protein DnaA	COG0593L	#00FFFF
sll0847	gene	1351634	1352239	-	unknown protein	COG2149S	#C98767
slr0861	gene	1352256	1353431	+	glycinamide ribonucleotide transformylase	COG0027F	#FF8E8E
sll0846	gene	1353596	1353904	-	hypothetical protein	COG3339S	#C98767
slr0862	gene	1354094	1355074	+	probable sugar kinase	COG2605R	#C27E3A
slr0863	gene	1355162	1356553	+	hypothetical protein	COG0312R	#C27E3A
sll0844	gene	1356550	1357626	-	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase	COG0482J	#0066FF
sll0843	gene	1357740	1358837	-	unknown protein	-	#333333
sll0842	gene	1358846	1360372	-	neopullulanase	COG0366G	#FF5353
slr0864	gene	1360434	1362158	+	ATP-binding protein of ABC transporter	COG0488R	#C27E3A
slr0865	gene	1362259	1363272	+	hypothetical protein	COG4301S	#C98767
sll0839	gene	1363265	1363858	-	hypothetical protein	-	#333333
sll0838	gene	1363837	1364532	-	orotidine 5' monophosphate decarboxylase	COG0284F	#FF8E8E
sll0837	gene	1364579	1365463	-	periplasmic protein, function unknown	COG4783R	#C27E3A
slr0867	gene	1365808	1366215	+	unknown protein	-	#333333
slr0868	gene	1366464	1366769	+	unknown protein	-	#333333
ssl1577	gene	1366773	1367015	-	hypothetical protein	NA	#333333
slr0869	gene	1367129	1369567	+	hypothetical protein	COG0699R	#C27E3A
slr0870	gene	1369656	1370018	+	hypothetical protein	-	#333333
slr0871	gene	1370043	1370426	+	unknown protein	-	#333333
ssr1473	gene	1370437	1370733	+	hypothetical protein	NA	#333333
slr0872	gene	1371168	1372286	+	hypothetical protein	-	#333333
sll1165	gene	1372455	1375193	-	DNA mismatch repair protein	COG0249L	#00FFFF
slr1243	gene	1375351	1378545	+	unknown protein	COG1672R	#C27E3A
sll1164	gene	1378662	1379711	-	hypothetical protein	-	#333333
sll1163	gene	1379715	1380122	-	unknown protein	COG1917S	#C98767
sll1162	gene	1380085	1380792	-	hypothetical protein	-	#333333
sll1161	gene	1380883	1381890	-	probable adenylate cyclase	COG2114T	#93BF96
sll1160	gene	1382086	1382568	-	hypothetical protein	-	#333333
sll1159	gene	1382603	1383259	-	probable bacterioferritin comigratory protein	COG1225O	#72FE95
sll1158	gene	1383339	1383755	-	hypothetical protein	-	#333333
slr1245	gene	1383828	1384736	+	transcriptional regulator	COG0583K	#99CCFF
ssr2078	gene	1384824	1385084	+	putative transposase [ISY802b(partial copy): 1384736 - 1385513]	COG3293L	#00FFFF
slr1246	gene	1385212	1385748	+	putative transposase [ISY802b(partial copy): 1384736 - 1385513]	COG3293L	#00FFFF
sll1157	gene	1385754	1386170	-	putative transposase [ISY120b: 1385747 - 1386548]	COG1662L	#00FFFF
sll1156	gene	1386059	1386484	-	putative transposase [ISY120b: 1385747 - 1386548]	COG3677L	#00FFFF
sll1155	gene	1386578	1386919	-	hypothetical protein	-	#333333
sll1154	gene	1387040	1388296	-	putative antibiotic efflux protein	COG2814G	#FF5353
slr1247	gene	1388912	1389913	+	phosphate-binding periplasmic protein precursor (PBP)	COG0226P	#CC3333
slr1248	gene	1390059	1391045	+	phosphate transport system permease protein PstC homolog	COG0573P	#CC3333
slr1249	gene	1391050	1391922	+	phosphate transport system permease protein PstA homolog	COG0581P	#CC3333
slr1250	gene	1391976	1392791	+	phosphate transport ATP-binding protein PstB homolog	COG1117P	#CC3333
slr1251	gene	1392975	1393487	+	peptidyl-prolyl cis-trans isomerase	COG0652O	#72FE95
ssl2296	gene	1393616	1393906	-	pterin-4a-carbinolamine dehydratase	COG2154H	#FFA4A4
sll1151	gene	1393938	1395755	-	unknown protein	COG1808S	#C98767
ssr2087	gene	1395922	1396176	+	hypothetical protein	-	#333333
sll1150	gene	1396311	1397069	-	hypothetical protein	-	#333333
slr1253	gene	1397211	1397525	+	unknown protein	-	#333333
slr1254	gene	1397819	1399237	+	phytoene dehydrogenase (phytoene desaturase)	COG3349S	#C98767
slr1255	gene	1399298	1400311	+	phytoene synthase	COG1562I	#FF3333
sll1147	gene	1400488	1400901	-	glutathione S-transferase	COG3788R	#C27E3A
slr1256	gene	1401059	1401361	+	urease gamma subunit	COG0831E	#FF7373
slr1257	gene	1401809	1403002	+	unknown protein	COG0834ET	#A27AFE
slr1258	gene	1403199	1403954	+	unknown protein	COG2859S	#C98767
slr1259	gene	1404085	1404783	+	hypothetical protein	COG0491R	#C27E3A
slr1260	gene	1404839	1405372	+	hypothetical protein	-	#333333
slr1261	gene	1405436	1405975	+	hypothetical protein	COG0607P	#CC3333
slr1262	gene	1405981	1406847	+	hypothetical protein	COG0730R	#C27E3A
slr1263	gene	1407043	1408455	+	hypothetical protein	-	#333333
sll1961	gene	1408483	1409514	-	hypothetical protein	COG1725K	#99CCFF
sll1960	gene	1409730	1410152	-	hypothetical protein	-	#333333
sll1959	gene	1410187	1410990	-	probable inositol monophosphatase	COG0483G	#FF5353
sll1958	gene	1410995	1412098	-	histidinol phosphate aminotransferase	COG0079E	#FF7373
sll1957	gene	1412237	1412551	-	transcriptional regulator	COG0640K	#99CCFF
slr2057	gene	1412923	1413666	+	water channel protein	COG0580G	#FF5353
slr2058	gene	1414126	1416822	+	DNA topoisomerase I	COG0550L	#00FFFF
slr2059	gene	1416843	1417247	+	iron-sulfur cluster binding protein homolog	COG1143C	#991616
slr2060	gene	1417284	1418681	+	hypothetical protein	COG0204I	#FF3333
sll1956	gene	1418995	1419573	-	hypothetical protein	COG4636S	#C98767
sll1954	gene	1419906	1420511	-	unknown protein	-	#333333
ssl3692	gene	1420550	1420846	-	hypothetical protein	-	#333333
slr2062	gene	1420940	1422142	+	putative transposase [ISY052a: 1420842 - 1422331]	COG0675L	#00FFFF
sll1951	gene	1422426	1427651	-	unknown protein	COG2931Q	#993366
sll1950	gene	1428196	1428930	-	unknown protein	-	#333333
sll1949	gene	1429329	1430072	-	unknown protein	-	#333333
slr2067	gene	1430419	1430904	+	allophycocyanin alpha subunit	-	#333333
slr1986	gene	1431000	1431485	+	allophycocyanin beta subunit	-	#333333
ssr3383	gene	1431698	1431901	+	phycobilisome small core linker polypeptide	-	#333333
sll1909	gene	1431996	1432898	-	probable methyltransferase	COG2264J	#0066FF
sll1908	gene	1432976	1434556	-	D-3-phosphoglycerate dehydrogenase	COG0111HE	#C269FE
slr1990	gene	1434901	1435623	+	hypothetical protein	-	#333333
slr1991	gene	1435645	1436658	+	adenylate cyclase	COG2114T	#93BF96
slr1992	gene	1436699	1437163	+	glutathione peroxidase-like NADPH peroxidase	COG0386O	#72FE95
slr1993	gene	1437373	1438602	+	PHA-specific beta-ketothiolase	COG0183I	#FF3333
slr1994	gene	1438704	1439426	+	PHA-specific acetoacetyl-CoA reductase	COG1028IQR	#FFACEC
sll1906	gene	1439487	1440941	-	hypothetical protein	-	#333333
sll1905	gene	1441002	1444046	-	two-component hybrid sensor and regulator	COG0642T	#93BF96
slr1998	gene	1444115	1445392	+	hypothetical protein	COG0644C	#991616
slr1999	gene	1445425	1445835	+	hypothetical protein	COG1724N	#CDD11B
slr2000	gene	1445874	1446839	+	hypothetical protein	-	#333333
slr2001	gene	1447097	1447912	+	cyanophycinase	COG4242QP	#CD85FE
slr2002	gene	1448060	1450681	+	cyanophycin synthetase	COG1181M	#A6CAA9
slr2003	gene	1450714	1451343	+	hypothetical protein	-	#333333
sll1902	gene	1451319	1452518	-	hypothetical protein	COG0625O	#72FE95
ssr3402	gene	1452872	1453162	+	unknown protein	-	#333333
slr2004	gene	1453230	1454654	+	periplasmic protein, function unknown	-	#333333
slr1712	gene	1454902	1455708	+	hypothetical protein	COG5464S	#C98767
sll1615	gene	1455753	1457123	-	thiophen and furan oxidation protein	COG0486R	#C27E3A
sll1614	gene	1457213	1459930	-	cation-transporting P-type ATPase	COG0474P	#CC3333
sll1613	gene	1460129	1460566	-	unknown protein	-	#333333
sll1612	gene	1460815	1462101	-	folylpolyglutamate synthase	COG0285H	#FFA4A4
sll1611	gene	1462136	1463245	-	unknown protein	COG3239I	#FF3333
slr1715	gene	1463455	1463814	+	putative transposase [ISY100m: 1463383 - 1464328]	COG3415L	#00FFFF
slr1716	gene	1463808	1464302	+	putative transposase [ISY100m: 1463383 - 1464328]	COG3335L	#00FFFF
sll1609	gene	1464326	1464859	-	hypothetical protein	COG4636S	#C98767
sll1608	gene	1464954	1467266	-	hypothetical protein	COG1305E	#FF7373
ssl3142	gene	1467776	1467976	-	unknown protein	NA	#333333
slr1717	gene	1468153	1468959	+	hypothetical protein	COG1606R	#C27E3A
sll1606	gene	1469013	1469801	-	hypothetical protein	COG1434S	#C98767
sll1605	gene	1469847	1470347	-	(3R)-hydroxymyristol acyl carrier protein dehydrase	COG0764I	#FF3333
slr1718	gene	1470610	1471335	+	hypothetical protein	COG2045HR	#D0BCFE
slr1719	gene	1471414	1472019	+	DrgA protein homolog	COG0778C	#991616
slr1720	gene	1472149	1473948	+	aspartyl-tRNA synthetase	COG0173J	#0066FF
slr1721	gene	1473974	1475452	+	hypothetical protein	-	#333333
slr1722	gene	1475555	1476718	+	inosine-5'-monophosphate dehydrogenase	COG0516F	#FF8E8E
slr1723	gene	1476845	1477657	+	permease protein of sugar ABC transporter	COG0395G	#FF5353
sll1601	gene	1477647	1478891	-	hypothetical protein	COG3268S	#C98767
slr1724	gene	1478988	1479782	+	hypothetical protein	-	#333333
ssl3127	gene	1479950	1480177	-	similar to permease protein of ABC transporter	COG4177E	#FF7373
sll1600	gene	1480463	1481383	-	manganese transport system membrane protein MntB	COG1108P	#CC3333
sll1599	gene	1481380	1482162	-	manganese transport system ATP-binding protein MntA	COG1121P	#CC3333
sll1598	gene	1482261	1483253	-	Mn transporter MntC	COG0803P	#CC3333
ssr2898	gene	1483397	1483603	+	putative transposase [ISY523m(partial copy): 1483390 - 1484062]	COG3293L	#00FFFF
ssr2899	gene	1483667	1483876	+	putative transposase [ISY523m(partial copy): 1483390 - 1484062]	NA	#333333
sll1596	gene	1484212	1484538	-	circadian clock protein KaiB homolog	-	#333333
sll1595	gene	1484559	1486265	-	circadian clock protein KaiC homolog	COG0467T	#93BF96
slr1726	gene	1486688	1487410	+	unknown protein	-	#333333
sll1594	gene	1487445	1488395	-	ndhF3 operon transcriptional regulator, LysR family protein	COG0583K	#99CCFF
slr1727	gene	1488843	1490426	+	Na+/H+ antiporter	COG0025P	#CC3333
sll1592	gene	1490683	1491363	-	two-component response regulator NarL subfamily	COG2197TK	#C4ABFE
sll1590	gene	1491634	1492686	-	two-component sensor histidine kinase	COG2205T	#93BF96
slr1728	gene	1493025	1494701	+	potassium-transporting P-type ATPase A chain	COG2060P	#CC3333
slr1729	gene	1494758	1496830	+	potassium-transporting P-type ATPase B chain	COG2216P	#CC3333
ssr2912	gene	1496859	1497116	+	unknown protein	-	#333333
slr1730	gene	1497306	1497878	+	potassium-transporting P-type ATPase C chain	COG2156P	#CC3333
slr1731	gene	1498110	1499222	+	potassium-transporting P-type ATPase D chain	COG2205T	#93BF96
sll1586	gene	1499299	1504548	-	unknown protein	COG2911S	#C98767
sll0254	gene	1504818	1506770	-	probable phytoene dehydrogenase Rieske iron-sulfur component	COG3349S	#C98767
sll0253	gene	1506876	1507415	-	hypothetical protein	-	#333333
slr0260	gene	1507481	1508092	+	cob(I)alamin adenosyltransferase	COG2109H	#FFA4A4
ssl0467	gene	1508171	1508386	-	unknown protein	-	#333333
sll0252	gene	1508482	1509768	-	unknown protein	COG2385D	#59955C
slr0261	gene	1510020	1511174	+	NADH dehydrogenase subunit 7	COG0649C	#991616
slr0262	gene	1511217	1511621	+	unknown protein	-	#333333
slr0263	gene	1511672	1511977	+	hypothetical protein	-	#333333
slr0264	gene	1512016	1513125	+	hypothetical protein	COG0429R	#C27E3A
slr0265	gene	1513225	1514010	+	putative transposase [ISY523c: 1513158 - 1514023]	COG3293L	#00FFFF
sll0250	gene	1514130	1515338	-	pantothenate metabolism flavoprotein	COG0452H	#FFA4A4
ssl0461	gene	1515351	1515602	-	hypothetical protein	-	#333333
sll0249	gene	1515669	1516424	-	hypothetical protein	COG0596R	#C27E3A
sll0248	gene	1516659	1517171	-	flavodoxin	COG0716C	#991616
sll0247	gene	1517576	1518604	-	iron-stress chlorophyll-binding protein, homologous to psbC (CP43)	-	#333333
slr0267	gene	1519114	1519953	+	hypothetical protein	COG1161R	#C27E3A
sll0245	gene	1520009	1521100	-	probable GTP binding protein	COG0012J	#0066FF
sll0244	gene	1521210	1522226	-	UDP-glucose 4-epimerase	COG1087M	#A6CAA9
slr0269	gene	1522300	1522899	+	hypothetical protein	-	#333333
slr0270	gene	1522990	1523310	+	hypothetical protein	-	#333333
ssl0453	gene	1523527	1523709	-	phycobilisome degradation protein NblA	-	#333333
ssl0452	gene	1523796	1523984	-	phycobilisome degradation protein NblA	-	#333333
slr0271	gene	1524568	1525086	+	unknown protein	-	#333333
slr0272	gene	1525556	1526182	+	unknown protein	-	#333333
slr0273	gene	1526224	1527174	+	unknown protein	-	#333333
sll0243	gene	1527171	1528421	-	unknown protein	-	#333333
sll0242	gene	1528472	1531261	-	unknown protein	-	#333333
sll0241	gene	1531264	1532286	-	unknown protein	COG3292T	#93BF96
sll0240	gene	1532301	1532957	-	ABC transporter ATP-binding protein	COG3842E	#FF7373
sll0238	gene	1532944	1534548	-	unknown protein	COG1178P	#CC3333
sll0237	gene	1534548	1535579	-	unknown protein	COG1840P	#CC3333
ssl0438	gene	1535654	1535923	-	similar to 50S ribosomal protein L12	COG0222J	#0066FF
sll0236	gene	1536117	1537793	-	unknown protein	COG2866E	#FF7373
slr2079	gene	1537828	1538811	+	putative glutaminase	COG2066E	#FF7373
ssr3532	gene	1538916	1539158	+	unknown protein	-	#333333
slr2080	gene	1539145	1539597	+	hypothetical protein	COG1403V	#80B584
slr2081	gene	1539677	1540516	+	prephenate dehydrogenase	COG0287E	#FF7373
slr2082	gene	1540650	1542284	+	cytochrome c oxidase subunit I	COG0843C	#991616
slr2083	gene	1542341	1542937	+	cytochrome c oxidase subunit III	COG1845C	#991616
slr2084	gene	1543036	1543701	+	hypothetical protein	COG4636S	#C98767
sll1988	gene	1543757	1544665	-	33 kDa chaperonin	COG1281O	#72FE95
sll1987	gene	1544714	1546903	-	catalase peroxidase	COG0376P	#CC3333
slr2087	gene	1547182	1548558	+	c-type cytochrome biogenesis protein Ccs1	COG1333O	#72FE95
slr2088	gene	1548873	1550738	+	acetohydroxy acid synthase	COG0028EH	#F0CBFE
slr2089	gene	1550952	1552895	+	squalene-hopene-cyclase	COG1657I	#FF3333
sll1985	gene	1553601	1553960	-	putative transposase [ISY352c: 1553414 - 1553903, join 1554854 - 1555790]	COG5659L	#00FFFF
sll1984	gene	1553929	1554423	-	putative transposase [ISY100n: 1553903 - 1554848]	COG3335L	#00FFFF
sll1983	gene	1554417	1554776	-	putative transposase [ISY100n: 1553903 - 1554848]	COG3415L	#00FFFF
sll1982	gene	1555061	1555774	-	putative transposase [ISY352c: 1553414 - 1553903, join 1554854 - 1555790]	COG5659L	#00FFFF
ssr3550	gene	1555864	1556145	+	hypothetical protein	NA	#333333
slr2092	gene	1556037	1556438	+	hypothetical protein	COG4636S	#C98767
sll1981	gene	1556475	1558127	-	acetolactate synthase	COG0028EH	#F0CBFE
ssl3769	gene	1558427	1558651	-	unknown protein	-	#333333
sll1980	gene	1559069	1559611	-	thiol:disulfide interchange protein TrxA	COG0526OC	#D698FE
sll1979	gene	1559722	1560150	-	hypothetical protein	-	#333333
slr2094	gene	1560387	1561424	+	fructose-1,6-/sedoheptulose-1,7-bisphosphatase	COG1494G	#FF5353
slr2095	gene	1561693	1562118	+	putative transposase [ISY120c: 1561629 - 1562430]	COG3677L	#00FFFF
