id	gene	start	end	strand	name	cat	clr
sll1270	gene	1114429	1116021	-	periplasmic substrate-binding and integral membrane protein of the ABC-type Bgt permease for basic amino acids and glutamine BgtB	Transport and binding proteins	#00ff00
ssl2502	gene	1116025	1116261	-	unknown protein	unknown	#CC9999
ssl2501	gene	1116360	1116629	-	unknown protein	unknown	#CC9999
slr1367	gene	1117107	1119674	+	glycogen phosphorylase	Central intermediary metabolism	#006400
slr1368	gene	1119826	1120509	+	precorrin decarbocylase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr1369	gene	1120643	1121524	+	phosphatidate cytidylyltransferase	Fatty acid, phospholipid and sterol metabolism	#008b8b
sll1268	gene	1121627	1123180	-	unknown protein	unknown	#CC9999
sll1267	gene	1123441	1124031	-	unknown protein	unknown	#CC9999
sll1265	gene	1124071	1130007	-	unknown protein	unknown	#CC9999
sll0877	gene	1130313	1131683	-	hypothetical protein	hypothetical protein	#9966CC
slr0875	gene	1131810	1132247	+	large-conductance mechanosensitive channel	Transport and binding proteins	#00ff00
sll0876	gene	1132264	1132899	-	Holliday junction DNA helicase RuvA	Not curated completely	#9900CC
sll0875	gene	1132914	1133690	-	hypothetical protein	hypothetical protein	#9966CC
slr0876	gene	1133879	1135108	+	hypothetical protein	hypothetical protein	#9966CC
ssr1480	gene	1135337	1135588	+	putative RNA-binding protein	Translation	#00bfff
slr0877	gene	1135716	1137167	+	glutamyl-tRNA(Gln) amidotransferase subunit A	Translation	#00bfff
slr0878	gene	1137375	1138112	+	hypothetical protein	hypothetical protein	#9966CC
slr0879	gene	1138210	1138608	+	glycine decarboxylase complex H-protein	Energy metabolism	#ff0000
slr0880	gene	1138702	1140474	+	similar to fibronectin binding protein	Other categories	#000000
sll0873	gene	1140497	1141660	-	carboxynorspermidine decarboxylase	Other categories	#000000
ssl1633	gene	1141803	1141946	-	high light-inducible polypeptide HliC, CAB/ELIP/HLIP superfamily	Not curated completely	#9900CC
slr0881	gene	1142101	1142412	+	unknown protein	unknown	#CC9999
sll0872	gene	1142501	1142893	-	unknown protein	unknown	#CC9999
slr0882	gene	1143047	1144231	+	hypothetical protein YCF84	hypothetical protein	#9966CC
slr0883	gene	1144728	1146173	+	hypothetical protein	hypothetical protein	#9966CC
sll0871	gene	1146290	1146718	-	hypothetical protein	hypothetical protein	#9966CC
slr0884	gene	1147034	1148098	+	glyceraldehyde 3-phosphate dehydrogenase 1 (NAD+)	Energy metabolism	#ff0000
slr0885	gene	1148722	1149297	+	hypothetical protein	hypothetical protein	#9966CC
sll0869	gene	1149471	1150067	-	Leu/Phe-tRNA-protein transferase	Translation	#00bfff
sll0868	gene	1150122	1151033	-	lipoic acid synthetase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
sll0867	gene	1151139	1152347	-	hypothetical protein	hypothetical protein	#9966CC
slr0886	gene	1152549	1153292	+	3-oxoacyl-[acyl-carrier protein] reductase	Fatty acid, phospholipid and sterol metabolism	#008b8b
slr0887	gene	1153292	1154101	+	hypothetical protein	hypothetical protein	#9966CC
slr0888	gene	1154330	1154836	+	hypothetical protein	hypothetical protein	#9966CC
slr0889	gene	1154857	1156083	+	hypothetical protein	hypothetical protein	#9966CC
ssr1499	gene	1156234	1156503	+	hypothetical protein	hypothetical protein	#9966CC
slr0890	gene	1156580	1156975	+	unknown protein	unknown	#CC9999
sll0865	gene	1157029	1158909	-	excinuclease ABC subunit C	Not curated completely	#9900CC
slr0891	gene	1159029	1160804	+	N-acetylmuramoyl-L-alanine amidase	Cell envelope	#fa8072
sll0864	gene	1160787	1161260	-	hypothetical protein	hypothetical protein	#9966CC
sll0863	gene	1161441	1161842	-	hypothetical protein	hypothetical protein	#9966CC
sll0862	gene	1161856	1163367	-	hypothetical protein	hypothetical protein	#9966CC
sll0861	gene	1163421	1164338	-	hypothetical protein	hypothetical protein	#9966CC
sll0860	gene	1164496	1165017	-	hypothetical protein	hypothetical protein	#9966CC
sll1317	gene	1165087	1166073	-	apocytochrome f,  component of cytochrome b6/f complex	Photosynthesis and respiration	#6b8e23
sll1316	gene	1166186	1166728	-	cytochrome b6-f complex iron-sulfur subunit (Rieske iron sulfur protein)	Photosynthesis and respiration	#6b8e23
ssl2598	gene	1167053	1167247	-	photosystem II PsbH protein	Photosynthesis and respiration	#6b8e23
smr0009	gene	1167333	1167464	+	photosystem II PsbN protein	Photosynthesis and respiration	#6b8e23
ssl2595	gene	1167510	1167779	-	hypothetical protein	hypothetical protein	#9966CC
sll1315	gene	1167961	1169019	-	unknown protein	unknown	#CC9999
sll1314	gene	1169078	1170187	-	putative C4-dicarboxylase binding protein, periplasmic protein	Putative	#CC99FF
slr1403	gene	1170571	1179621	+	unknown protein	unknown	#CC9999
sll1308	gene	1179926	1180672	-	probable oxidoreductase	Other categories	#000000
slr1406	gene	1181064	1181609	+	periplasmic protein, function unknown	function unknown	#999999
slr1407	gene	1181716	1182585	+	unknown protein	unknown	#CC9999
slr1409	gene	1182665	1183645	+	periplasmic WD-repeat protein	Other categories	#000000
slr1410	gene	1183660	1184664	+	periplasmic WD-repeat protein	Other categories	#000000
sll1307	gene	1184711	1185238	-	periplasmic protein, function unknown	function unknown	#999999
sll1306	gene	1185300	1186307	-	periplasmic protein, function unknown	function unknown	#999999
sll1305	gene	1186311	1187198	-	probable hydrolase	Other categories	#000000
sll1304	gene	1187219	1188082	-	unknown protein	unknown	#CC9999
sll1785	gene	1188079	1188885	-	periplasmic protein, function unknown	function unknown	#999999
ssl3410	gene	1188912	1189082	-	unknown protein	unknown	#CC9999
sll1784	gene	1189110	1189913	-	periplasmic protein, function unknown	function unknown	#999999
sll1783	gene	1189940	1190383	-	hypothetical protein	hypothetical protein	#9966CC
slr1852	gene	1190867	1191433	+	unknown protein	unknown	#CC9999
slr1853	gene	1191445	1191786	+	carboxymuconolactone decarboxylase	Other categories	#000000
slr1854	gene	1191856	1192452	+	unknown protein	unknown	#CC9999
slr1855	gene	1192485	1194308	+	unknown protein	unknown	#CC9999
slr1856	gene	1194314	1194643	+	phosphoprotein substrate of icfG gene cluster	Transcription	#8470ff
slr1857	gene	1194653	1196776	+	isoamylase	Central intermediary metabolism	#006400
slr1859	gene	1196836	1197162	+	anti-sigma f factor antagonist	Transcription	#8470ff
slr1860	gene	1197262	1199166	+	carbon metabolisms regulatory protein IcfG	Regulatory functions	#ffd700
slr1861	gene	1199172	1199603	+	probable sigma regulatory factor	Transcription	#8470ff
slr1862	gene	1199708	1200412	+	unknown protein	unknown	#CC9999
sll1780	gene	1200376	1201392	-	putative transposase [ISY203b	Putative	#CC99FF
slr1863	gene	1201494	1203014	+	unknown protein	unknown	#CC9999
slr1864	gene	1203028	1204098	+	hypothetical protein	hypothetical protein	#9966CC
slr1865	gene	1204276	1205538	+	unknown protein	unknown	#CC9999
slr1866	gene	1205546	1206547	+	unknown protein	unknown	#CC9999
slr1867	gene	1206947	1207993	+	anthranilate phosphoribosyltransferase	Amino acid biosynthesis	#a52a2a
sll1776	gene	1208020	1208697	-	deoxyribose-phosphate aldolase	Purines, pyrimidines, nucleosides, and nucleotides	#9932cc
sll1775	gene	1208749	1211202	-	hypothetical protein	hypothetical protein	#9966CC
ssr3154	gene	1211401	1211625	+	hypothetical protein	hypothetical protein	#9966CC
sll1774	gene	1211638	1212420	-	hypothetical protein	hypothetical protein	#9966CC
slr1869	gene	1212609	1213358	+	unknown protein	unknown	#CC9999
ssr3159	gene	1213518	1213796	+	unknown protein	unknown	#CC9999
slr1870	gene	1214188	1214937	+	hypothetical protein	hypothetical protein	#9966CC
ssl3389	gene	1215167	1215403	-	hypothetical protein	hypothetical protein	#9966CC
sll1773	gene	1215453	1216151	-	hypothetical protein	hypothetical protein	#9966CC
slr1871	gene	1216281	1217168	+	transcriptional regulator	Regulatory functions	#ffd700
sll1772	gene	1217156	1219624	-	DNA mismatch repair protein MutS	Not curated completely	#9900CC
sll1771	gene	1219654	1220418	-	protein serin-threonin phosphatase	Regulatory functions	#ffd700
sll1770	gene	1220473	1222230	-	hypothetical protein	hypothetical protein	#9966CC
sll1769	gene	1222610	1222927	-	hypothetical protein	hypothetical protein	#9966CC
ssl3383	gene	1222937	1223209	-	unknown protein	unknown	#CC9999
ssl3382	gene	1223255	1223431	-	hypothetical protein	hypothetical protein	#9966CC
sll1768	gene	1223666	1224646	-	probable oligopeptides ABC transporter permease protein	Transport and binding proteins	#00ff00
slr1874	gene	1224777	1225841	+	D-alanine--D-alanine ligase	Cell envelope	#fa8072
slr1875	gene	1225928	1226566	+	hypothetical protein	hypothetical protein	#9966CC
ssl3379	gene	1226686	1226982	-	hypothetical protein	hypothetical protein	#9966CC
slr1876	gene	1227090	1227563	+	hypothetical protein	hypothetical protein	#9966CC
sll1767	gene	1227591	1227932	-	30S ribosomal protein S6	Translation	#00bfff
slr1877	gene	1228237	1229067	+	2-hydroxyhepta-2,4-diene-1,7-dioate isomerase	Energy metabolism	#ff0000
slr1878	gene	1229120	1229938	+	phycocyanin alpha-subunit phycocyanobilin lyase	Photosynthesis and respiration	#6b8e23
sll1766	gene	1229971	1231167	-	hypothetical protein	hypothetical protein	#9966CC
sll1765	gene	1231207	1231686	-	unknown protein	unknown	#CC9999
sll1764	gene	1231770	1232204	-	unknown protein	unknown	#CC9999
sll1763	gene	1232271	1232675	-	unknown protein	unknown	#CC9999
sll1762	gene	1232784	1233683	-	periplasmic protein, putative polar amino acid transport system substrate-binding protein	Transport and binding proteins	#00ff00
slr1879	gene	1233784	1234512	+	precorrin-2 methyltransferase	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
sll1761	gene	1234509	1235123	-	unknown protein	unknown	#CC9999
sll1760	gene	1235136	1236056	-	homoserine kinase	Amino acid biosynthesis	#a52a2a
slr1880	gene	1236316	1237449	+	hypothetical protein	hypothetical protein	#9966CC
sll1758	gene	1237543	1238988	-	MrsA protein homolog	Other categories	#000000
ssr3184	gene	1239156	1239383	+	4Fe-4S type iron-sulfur protein	Photosynthesis and respiration	#6b8e23
slr1881	gene	1239490	1240212	+	ATP-binding subunit of the ABC-type Nat permease for neutral amino acids	Transport and binding proteins	#00ff00
slr1882	gene	1240361	1241302	+	riboflavin biosynthesis protein RibF	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
sll1757	gene	1241313	1242191	-	hypothetical protein	hypothetical protein	#9966CC
ssr3188	gene	1242336	1242605	+	hypothetical protein	hypothetical protein	#9966CC
ssl3364	gene	1242765	1242989	-	CP12 polypeptide	Not curated completely	#9900CC
slr1884	gene	1243274	1244287	+	tryptophanyl-tRNA synthetase	Translation	#00bfff
ssr3189	gene	1244438	1244605	+	hypothetical protein	hypothetical protein	#9966CC
slr1885	gene	1244731	1245309	+	hypothetical protein	hypothetical protein	#9966CC
slr1886	gene	1245395	1245859	+	hypothetical protein	hypothetical protein	#9966CC
sll1755	gene	1245892	1247115	-	unknown protein	unknown	#CC9999
slr1887	gene	1247192	1248154	+	porphobilinogen deaminase (hydroxymethylbilane synthase, preuroporphyrinogen synthase)	Biosynthesis of cofactors, prosthetic groups, and carriers	#ff00ff
slr1888	gene	1248284	1250176	+	4-hydroxybutyrate coenzyme A transferase.	Other categories	#000000
slr2132	gene	1250442	1252535	+	phosphotransacetylase	Energy metabolism	#ff0000
sll2015	gene	1252593	1253207	-	hypothetical protein	hypothetical protein	#9966CC
sll2014	gene	1253269	1253982	-	sugar fermentation stimulation protein	Regulatory functions	#ffd700
sll2013	gene	1254036	1254623	-	hypothetical protein	hypothetical protein	#9966CC
sll2012	gene	1254783	1255739	-	group2 RNA polymerase sigma factor SigD	Transcription	#8470ff
sll2011	gene	1256125	1256751	-	hypothetical protein	hypothetical protein	#9966CC
sll2010	gene	1256905	1258263	-	UDP-N-acetylmuramoylalanine--D-glutamate ligase	Cell envelope	#fa8072
sll2009	gene	1258444	1259751	-	processing protease	Translation	#00bfff
sll2008	gene	1259760	1261052	-	processing protease	Translation	#00bfff
slr2135	gene	1261217	1261993	+	hydrogenase accessory protein HupE	Other categories	#000000
slr2136	gene	1262049	1263260	+	GcpE protein homolog	Other categories	#000000
sll2007	gene	1263414	1263830	-	hypothetical protein	hypothetical protein	#9966CC
sll2006	gene	1263823	1264179	-	hypothetical protein	hypothetical protein	#9966CC
sll2005	gene	1264328	1267564	-	DNA gyrase B subunit  [Contains	Not curated completely	#9900CC
ssl3829	gene	1267693	1267950	-	hypothetical protein	hypothetical protein	#9966CC
sml0007	gene	1268189	1268308	-	photosystem II protein Y	Photosynthesis and respiration	#6b8e23
slr2141	gene	1268388	1269410	+	hypothetical protein	hypothetical protein	#9966CC
sll2003	gene	1269407	1270960	-	hypothetical protein	hypothetical protein	#9966CC
slr2143	gene	1271069	1272274	+	L-cysteine/cystine lyase	Amino acid biosynthesis	#a52a2a
sll2002	gene	1272370	1273248	-	hypothetical protein	hypothetical protein	#9966CC
slr2144	gene	1273408	1274313	+	periplasmic protein, function unknown	function unknown	#999999
slr1803	gene	1274352	1275281	+	adenine-specific DNA methylase	Not curated completely	#9900CC
sll1710	gene	1275372	1276157	-	putative transposase [ISY523b	Putative	#CC99FF
sll1709	gene	1276236	1276982	-	3-ketoacyl-acyl carrier protein reductase	Energy metabolism	#ff0000
ssl3291	gene	1277108	1277392	-	hypothetical protein	hypothetical protein	#9966CC
sll1708	gene	1277442	1278122	-	two-component response regulator NarL subfamily	Regulatory functions	#ffd700
slr1804	gene	1278157	1278459	+	unknown protein	unknown	#CC9999
slr1805	gene	1278431	1280542	+	two-component sensor histidine kinase	Regulatory functions	#ffd700
sll1704	gene	1280567	1281337	-	probable short chain dehydrogenase	Other categories	#000000
sll1703	gene	1281361	1283193	-	protease IV	Translation	#00bfff
sll1702	gene	1283190	1283702	-	hypothetical protein YCF51	hypothetical protein	#9966CC
slr1807	gene	1283741	1284526	+	hypothetical protein	hypothetical protein	#9966CC
slr1808	gene	1284552	1285943	+	transfer RNA-Gln reductase	Translation	#00bfff
slr1809	gene	1286105	1286902	+	unknown protein	unknown	#CC9999
sll1699	gene	1286868	1288763	-	oligopeptide-binding protein of oligopeptide ABC transporter	Transport and binding proteins	#00ff00
sll1698	gene	1288732	1289112	-	hypothetical protein	hypothetical protein	#9966CC
sll1697	gene	1289389	1290354	-	hypothetical protein	hypothetical protein	#9966CC
slr1811	gene	1290478	1290957	+	hypothetical protein	hypothetical protein	#9966CC
slr1812	gene	1291080	1291556	+	hypothetical protein	hypothetical protein	#9966CC
slr1813	gene	1291631	1292092	+	hypothetical protein	hypothetical protein	#9966CC
slr1814	gene	1292215	1292679	+	hypothetical protein	hypothetical protein	#9966CC
slr1815	gene	1292820	1293356	+	hypothetical protein	hypothetical protein	#9966CC
slr1816	gene	1293398	1295551	+	hypothetical protein	hypothetical protein	#9966CC
sll1696	gene	1295568	1296380	-	hypothetical protein	hypothetical protein	#9966CC
sll1695	gene	1296382	1296894	-	pilin polypeptide PilA2	Cellular processes	#ffff00
sll1694	gene	1296993	1297499	-	pilin polypeptide PilA1	Cellular processes	#ffff00
sll1693	gene	1297643	1298965	-	hypothetical protein	hypothetical protein	#9966CC
slr1818	gene	1299120	1299725	+	hypothetical protein	hypothetical protein	#9966CC
sll1692	gene	1299729	1300166	-	hypothetical protein	hypothetical protein	#9966CC
sll1691	gene	1300159	1300611	-	hypothetical protein	hypothetical protein	#9966CC
slr1819	gene	1300661	1301656	+	hypothetical protein	hypothetical protein	#9966CC
sll1689	gene	1301671	1302780	-	group2 RNA polymerase sigma factor SigE	Transcription	#8470ff
sll1688	gene	1303295	1304596	-	threonine synthase	Amino acid biosynthesis	#a52a2a
slr1820	gene	1304971	1306443	+	hypothetical protein	hypothetical protein	#9966CC
sll1687	gene	1306436	1309348	-	unknown protein	unknown	#CC9999
slr1821	gene	1309482	1310582	+	hypothetical protein	hypothetical protein	#9966CC
slr1822	gene	1310575	1311234	+	endonuclease III	Not curated completely	#9900CC
slr1732	gene	1311828	1312277	+	hypothetical protein	hypothetical protein	#9966CC
sll1631	gene	1312309	1312803	-	putative cytidine and deoxycytidylate deaminase	Purines, pyrimidines, nucleosides, and nucleotides	#9932cc
sll1630	gene	1312843	1313268	-	unknown protein	unknown	#CC9999
sll1629	gene	1313278	1314639	-	bacterial cryptochrome	Not curated completely	#9900CC
sll1628	gene	1314909	1316063	-	hypothetical protein	hypothetical protein	#9966CC
slr1734	gene	1316227	1317654	+	glucose 6-phosphate dehydrogenase assembly protein	Energy metabolism	#ff0000
slr1735	gene	1317712	1318470	+	ATP-binding subunit of the ABC-type Bgt permease for basic amino acids and glutamine	Transport and binding proteins	#00ff00
