id	count	start	end	strand	genes	condition	uef	name
TU1255	0	1226240	1226672	+	NA	N	1.67	NA
TU1256	0	1226240	1226672	+	ssl3379	N	1.67	NA
TU1255	1	1227010	1226339	-	NA	42C	1.81	ATP-dependent Clp protease adaptor
TU1256	1	1227010	1226339	-	ssl3379	42C	1.81	ATP-dependent Clp protease adaptor
TU1257	0	1227581	1227011	-	NA	stat. P.	1.72	NA
NA	0	1227581	1227011	-	slr1876	stat. P.	1.72	NA
TU1259	0	1227791	1227892	+	NA	15C	1.56	NA
TU1258	0	1227791	1227892	+	sll1767	15C	1.56	NA
TU1259	1	1228073	1227582	-	NA	HL	2.57	30S ribosomal protein S6
TU1258	1	1228073	1227582	-	sll1767	HL	2.57	30S ribosomal protein S6
TU1261, TU1262	2	1228093	1230031	+	sll1764, sll1765, sll1766	N	1.04	2-hydroxyhepta-2,4-diene-1,7-dioate isomerase , phycocyanin alpha-subunit phycocyanobilin lyase
TU1260	2	1228093	1230031	+	slr1877, slr1878	N	1.04	2-hydroxyhepta-2,4-diene-1,7-dioate isomerase , phycocyanin alpha-subunit phycocyanobilin lyase
TU1261	0	1229919	1229435	-	NA	exp. P.	1.31	NA
TU1260	0	1229919	1229435	-	slr1877, slr1878	exp. P.	1.31	NA
TU1262	3	1232254	1229920	-	sll1764, sll1765, sll1766	42C	1.01	unknown protein , unknown protein , hypothetical protein
TU1260	3	1232254	1229920	-	slr1877, slr1878	42C	1.01	unknown protein , unknown protein , hypothetical protein
NA	1	1232759	1232255	-	NA	42C	11.91	unknown protein
TU1263	1	1232759	1232255	-	sll1763	42C	11.91	unknown protein
NA	1	1233711	1232760	-	NA	exp. P.	1.56	periplasmic protein, putative polar amino acid transport system substrate-binding protein
TU1264	1	1233711	1232760	-	sll1762	exp. P.	1.56	periplasmic protein, putative polar amino acid transport system substrate-binding protein
TU1265	0	1235874	1235975	+	NA	15C	1.91	NA
NA	0	1235874	1235975	+	sll1760	15C	1.91	NA
NA	1	1236087	1235986	-	NA	HL	2.13	homoserine kinase
TU1266	1	1236087	1235986	-	sll1760	HL	2.13	homoserine kinase
TU1268	0	1238445	1238937	+	NA	exp. P.	1.23	NA
TU1267	0	1238445	1238937	+	sll1758	exp. P.	1.23	NA
TU1267	1	1239014	1237256	-	sll1758	15C	1.6	phosphoglucosamine mutase
TU1268	1	1239014	1237256	-	slr1880	15C	1.6	phosphoglucosamine mutase
TU1270, TU1271	3	1239104	1241153	+	sll1757	HL	1.25	4Fe-4S type iron-sulfur protein , ATP-binding subunit of the ABC-type Nat permease f or neutral amino acids , riboflavin biosynthesis protein RibF
TU1269	3	1239104	1241153	+	ssr3184, slr1881, slr1882	HL	1.25	4Fe-4S type iron-sulfur protein , ATP-binding subunit of the ABC-type Nat permease f or neutral amino acids , riboflavin biosynthesis protein RibF
TU1270	0	1240050	1239910	-	NA	N	1.08	NA
TU1269	0	1240050	1239910	-	ssr3184, slr1881, slr1882	N	1.08	NA
TU1271, TU1273	1	1242277	1242902	+	ssl3364, sll1757	#REF!	1.04	hypothetical protein
TU1272	1	1242277	1242902	+	ssr3188	#REF!	1.04	hypothetical protein
TU1271	1	1242314	1241031	-	sll1757	15C	1.59	hypothetical protein
TU1269, TU1272	1	1242314	1241031	-	ssr3184, slr1881, slr1882, ssr3188	15C	1.59	hypothetical protein
TU1273	1	1243028	1242315	-	ssl3364	Fe	1.09	CP12 polypeptide
TU1272	1	1243028	1242315	-	ssr3188	Fe	1.09	CP12 polypeptide
TU1274	1	1243164	1244329	+	NA	HL	1.83	tryptophanyl-tRNA synthetase
TU1275	1	1243164	1244329	+	slr1884	HL	1.83	tryptophanyl-tRNA synthetase
TU1274	0	1243370	1243029	-	NA	Fe	1.25	NA
TU1275	0	1243370	1243029	-	slr1884	Fe	1.25	NA
NA	2	1244330	1245346	+	NA	N	1.17	hypothetical protein , hypothetical protein
TU1276	2	1244330	1245346	+	ssr3189, slr1885	N	1.17	hypothetical protein , hypothetical protein
TU1278, TU1279	1	1245347	1246331	+	sll1755	stat. P.	1.1	iojap protein
TU1277	1	1245347	1246331	+	slr1886	stat. P.	1.1	iojap protein
TU1278	0	1245793	1245692	-	NA	15C	5.99	NA
TU1277	0	1245793	1245692	-	slr1886	15C	5.99	NA
TU1279	0	1246151	1246020	-	NA	15C	3.55	NA
TU1277	0	1246151	1246020	-	slr1886	15C	3.55	NA
NA	1	1247136	1247035	-	NA	15C	1.22	unknown protein
TU1280	1	1247136	1247035	-	sll1755	15C	1.22	unknown protein
NA	1	1247162	1248239	+	NA	15C	1.6	porphobilinogen deaminase
TU1281	1	1247162	1248239	+	slr1887	15C	1.6	porphobilinogen deaminase
NA	1	1248240	1248445	+	NA	N	1.03	4-hydroxybutyrate coenzyme A transferase.
TU1282	1	1248240	1248445	+	slr1888	N	1.03	4-hydroxybutyrate coenzyme A transferase.
TU1283	0	1250579	1250369	-	NA	N	2.85	NA
NA	0	1250579	1250369	-	slr2132	N	2.85	NA
TU1284	0	1251449	1251102	-	NA	N	1.94	NA
NA	0	1251449	1251102	-	slr2132	N	1.94	NA
TU1285	0	1252427	1252221	-	NA	N	1.19	NA
NA	0	1252427	1252221	-	slr2132	N	1.19	NA
TU1287	0	1252685	1252786	+	NA	15C	1.09	NA
TU1286	0	1252685	1252786	+	sll2015	15C	1.09	NA
TU1287	1	1253240	1252526	-	NA	N	2.28	hypothetical protein
TU1286	1	1253240	1252526	-	sll2015	N	2.28	hypothetical protein
TU1289	0	1254948	1255049	+	NA	exp. P.	2.16	NA
TU1288	0	1254948	1255049	+	ncl0530, sll2012, sll2013, sll2014	exp. P.	2.16	NA
TU1290	0	1255857	1256329	+	NA	N	3.82	NA
TU1288, TU1291	0	1255857	1256329	+	sll2010, sll2011, ncl0530, sll2012, sll2013, sll2014	N	3.82	NA
TU1289, TU1290	3	1255917	1253241	-	NA	15C	3.8	ncRNA, group2 RNA polymerase sigma factor SigD , hypothetical protein , sugar fermentation stimulation protein
TU1288	3	1255917	1253241	-	ncl0530, sll2012, sll2013, sll2014	15C	3.8	ncRNA, group2 RNA polymerase sigma factor SigD , hypothetical protein , sugar fermentation stimulation protein
TU1292	0	1256913	1257216	+	NA	15C	6.99	NA
TU1291	0	1256913	1257216	+	sll2010, sll2011	15C	6.99	NA
TU1293	0	1257291	1257450	+	NA	N	1.34	NA
TU1291	0	1257291	1257450	+	sll2010, sll2011	N	1.34	NA
TU1294	0	1257507	1257959	+	NA	15C	1.01	NA
TU1291	0	1257507	1257959	+	sll2010, sll2011	15C	1.01	NA
TU1290, TU1292, TU1293, TU1294	2	1258333	1256132	-	NA	15C	1.15	UDPN-acetylmuramoylalanine--D-glutamate ligase , hypothetical protein
TU1291	2	1258333	1256132	-	sll2010, sll2011	15C	1.15	UDPN-acetylmuramoylalanine--D-glutamate ligase , hypothetical protein
NA	2	1261062	1258334	-	NA	N	1.78	processing protease , processing protease
TU1295	2	1261062	1258334	-	sll2008, sll2009	N	1.78	processing protease , processing protease
NA	0	1261233	1262014	+	NA	15C	6.15	hydrogenase accessory protein HupE 
TU1296	0	1261233	1262014	+	slr2135	15C	6.15	hydrogenase accessory protein HupE 
TU1297	1	1262015	1263470	+	slr2136	HL	1.22	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
TU1298	1	1262015	1263470	+	sml0007, ssl3829, sll2005, sll2006, sll2007	HL	1.22	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
TU1299	0	1263722	1264145	+	NA	HL	1.34	NA
TU1298	0	1263722	1264145	+	sml0007, ssl3829, sll2005, sll2006, sll2007	HL	1.34	NA
TU1297, TU1299	5	1268352	1263221	-	slr2136	exp. P.	2.36	photosystem II protein Y , hypothetical protein , DNA gyrase B subunit [Contains: Ssp gyrB intein] , hypothetical protein , hypothetical protein
TU1298	5	1268352	1263221	-	sml0007, ssl3829, sll2005, sll2006, sll2007	exp. P.	2.36	photosystem II protein Y , hypothetical protein , DNA gyrase B subunit [Contains: Ssp gyrB intein] , hypothetical protein , hypothetical protein
TU1300	0	1268461	1269499	+	NA	exp. P.	1.23	NA
TU1301	0	1268461	1269499	+	sll2003	exp. P.	1.23	NA
TU1300	0	1268899	1268800	-	NA	N	1.07	NA
TU1301	0	1268899	1268800	-	NA	N	1.07	NA
TU1302	0	1269638	1270099	+	NA	15C	1.41	NA
TU1303	0	1269638	1270099	+	sll2003	15C	1.41	NA
TU1302	0	1270010	1269657	-	NA	42C	1.16	NA
TU1303	0	1270010	1269657	-	NA	42C	1.16	NA
NA	1	1270995	1270862	-	NA	15C	3.51	hypothetical protein
TU1304	1	1270995	1270862	-	sll2003	15C	3.51	hypothetical protein
TU1305, TU1307	1	1271054	1272679	+	sll2002	HL	1.19	isopenicillin N epimerase
TU1306	1	1271054	1272679	+	slr2143	HL	1.19	isopenicillin N epimerase
TU1305	0	1271125	1271026	-	NA	N	1.26	NA
TU1306	0	1271125	1271026	-	slr2143	N	1.26	NA
TU1307	1	1273288	1271839	-	sll2002	15C	1.22	hypothetical protein
TU1306	1	1273288	1271839	-	slr2143	15C	1.22	hypothetical protein
TU1308	2	1273405	1275832	+	slr2144, slr1803	15C	1.02	periplasmic protein, function unknown , adenine-specific DNA metylase
TU1309, TU1310	2	1273405	1275832	+	ssl3291, sll1709, sll1710	15C	1.02	periplasmic protein, function unknown , adenine-specific DNA metylase
TU1309	0	1275410	1275309	-	NA	15C	2.08	NA
TU1308	0	1275410	1275309	-	slr2144, slr1803	15C	2.08	NA
TU1311	0	1276150	1276770	+	NA	15C	1.69	NA
TU1310	0	1276150	1276770	+	ssl3291, sll1709, sll1710	15C	1.69	NA
TU1308, TU1311	3	1277415	1275497	-	slr2144, slr1803	15C	1.73	hypothetical protein , 3-ketoacyl-acyl carrier protein reductase , putative transposase [ISY523_b]
TU1310	3	1277415	1275497	-	ssl3291, sll1709, sll1710	15C	1.73	hypothetical protein , 3-ketoacyl-acyl carrier protein reductase , putative transposase [ISY523_b]
TU1313	0	1277853	1278145	+	NA	N	1.04	NA
TU1312	0	1277853	1278145	+	sll1708	N	1.04	NA
TU1313	1	1278119	1277465	-	NA	P	1.52	NarL subfamily protein
TU1312	1	1278119	1277465	-	sll1708	P	1.52	NarL subfamily protein
TU1315, TU1316	2	1278146	1280799	+	sll1704	Dark	4.36	unknown protein , two-component sensor histidine kinase
TU1314	2	1278146	1280799	+	slr1804, slr1805	Dark	4.36	unknown protein , two-component sensor histidine kinase
TU1315	0	1278541	1278182	-	NA	N	1.47	NA
TU1314	0	1278541	1278182	-	slr1804, slr1805	N	1.47	NA
TU1316	0	1280866	1280758	-	NA	15C	2.22	NA
TU1314	0	1280866	1280758	-	slr1804, slr1805	15C	2.22	NA
TU1318	1	1283002	1284151	+	sll1702, sll1703	Dark	2.07	hypothetical protein
TU1317	1	1283002	1284151	+	slr1807	Dark	2.07	hypothetical protein
TU1318	2	1283720	1283129	-	sll1702, sll1703	15C	1.02	hypothetical protein YCF51 , protease IV
TU1317	2	1283720	1283129	-	slr1807	15C	1.02	hypothetical protein YCF51 , protease IV
TU1320	1	1284582	1286024	+	NA	Fe	1	glutamyl-tRNA reductase
TU1319	1	1284582	1286024	+	slr1808	Fe	1	glutamyl-tRNA reductase
TU1320	0	1285423	1285322	-	NA	N	1.64	NA
TU1319	0	1285423	1285322	-	slr1808	N	1.64	NA
TU1322	1	1286074	1287097	+	ncl0540, sll1698, sll1699	N	1.08	unknown protein
TU1321	1	1286074	1287097	+	slr1809	N	1.08	unknown protein
TU1323	0	1287098	1287205	+	NA	HL	1.15	NA
TU1322	0	1287098	1287205	+	ncl0540, sll1698, sll1699	HL	1.15	NA
TU1322	2	1289326	1286823	-	nsiR4, sll1698, sll1699	N	3.52	ncRNA, hypothetical protein , oligopeptide-binding protein of oligopeptide ABC t ransporter
TU1321, TU1323	2	1289326	1286823	-	slr1809	N	3.52	ncRNA, hypothetical protein , oligopeptide-binding protein of oligopeptide ABC t ransporter
NA	1	1290397	1289327	-	NA	N	1.21	hypothetical protein
TU1324	1	1290397	1289327	-	sll1697	N	1.21	hypothetical protein
NA	2	1290471	1291604	+	NA	exp. P.	1.18	hypothetical protein , hypothetical protein
TU1325	2	1290471	1291604	+	slr1811, slr1812	exp. P.	1.18	hypothetical protein , hypothetical protein
TU1327	2	1291605	1292786	+	NA	N	1.25	hypothetical protein , hypothetical protein
TU1326	2	1291605	1292786	+	slr1813, slr1814	N	1.25	hypothetical protein , hypothetical protein
TU1327	0	1292777	1292676	-	NA	N	1.29	NA
TU1326	0	1292777	1292676	-	slr1813, slr1814	N	1.29	NA
TU1329, TU1330	2	1292787	1295887	+	sll1694, sll1695, sll1696	P	1.07	hypothetical protein , hypothetical protein
TU1328	2	1292787	1295887	+	slr1815, slr1816	P	1.07	hypothetical protein , hypothetical protein
TU1329	0	1293783	1293682	-	NA	N	1.31	NA
TU1328	0	1293783	1293682	-	slr1815, slr1816	N	1.31	NA
TU1331	0	1296954	1297510	+	NA	N	1.31	NA
TU1330	0	1296954	1297510	+	sll1694, sll1695, sll1696	N	1.31	NA
TU1330	3	1297553	1295631	-	sll1694, sll1695, sll1696	P	1.03	pilin polypeptide PilA1 , pilin polypeptide PilA2 , hypothetical protein
TU1328, TU1331	3	1297553	1295631	-	slr1815, slr1816	P	1.03	pilin polypeptide PilA1 , pilin polypeptide PilA2 , hypothetical protein
TU1333	0	1298012	1298242	+	NA	P	1.27	NA
TU1332	0	1298012	1298242	+	sll1693	P	1.27	NA
TU1333	1	1299010	1297554	-	NA	15C	1.15	hypothetical protein
TU1332	1	1299010	1297554	-	sll1693	15C	1.15	hypothetical protein
TU1335	1	1299094	1299957	+	sll1692	N	1.37	hypothetical protein
TU1334	1	1299094	1299957	+	slr1818	N	1.37	hypothetical protein
TU1335, TU1337, TU1338	1	1300429	1301734	+	ncl0560, sll1689, sll1691, sll1692	15C	2.78	hypothetical protein
TU1336	1	1300429	1301734	+	slr1819	15C	2.78	hypothetical protein
TU1335	1	1300545	1299451	-	sll1692	N	1.11	hypothetical protein
TU1334, TU1336	1	1300545	1299451	-	slr1818, slr1819	N	1.11	hypothetical protein
TU1337	0	1301377	1301276	-	NA	N	1.13	NA
TU1336	0	1301377	1301276	-	slr1819	N	1.13	NA
TU1338	1	1302982	1301398	-	ncl0560, sll1689	N	1.06	ncRNA, group2 RNA polymerase sigma factor SigE
TU1336	1	1302982	1301398	-	slr1819	N	1.06	ncRNA, group2 RNA polymerase sigma factor SigE
NA	0	1303043	1302983	-	NA	N	2.82	NA
TU1339	0	1303043	1302983	-	NA	N	2.82	NA
NA	1	1304624	1303157	-	NA	15C	1.45	threonine synthase
TU1340	1	1304624	1303157	-	sll1688	15C	1.45	threonine synthase
TU1342	0	1308488	1308586	+	NA	N	1.48	NA
TU1341	0	1308488	1308586	+	ncl0570, sll1687	N	1.48	NA
TU1343	0	1309018	1309405	+	NA	0	1.07	NA
TU1341	0	1309018	1309405	+	ncl0570, sll1687	#REF!	1.07	NA
TU1341	2	1309429	1311222	+	ncl0570, sll1687	N	1.21	hypothetical protein , endonuclease III
TU1344	2	1309429	1311222	+	slr1821, slr1822	N	1.21	hypothetical protein , endonuclease III
TU1341	1	1311440	1306165	-	ncl0570, sll1687	Fe	1.02	ncRNA, unknown protein
TU1342, TU1343, TU1344	1	1311440	1306165	-	slr1820, slr1821, slr1822	Fe	1.02	ncRNA, unknown protein
TU1346	1	1311734	1312706	+	sll1631	N	1.24	hypothetical protein
TU1345	1	1311734	1312706	+	slr1732	N	1.24	hypothetical protein
TU1346	0	1312543	1312306	-	NA	15C	2.22	NA
TU1345	0	1312543	1312306	-	slr1732	15C	2.22	NA
TU1348	0	1316078	1316177	+	NA	N	1.35	NA
TU1347	0	1316078	1316177	+	sll1628, sll1629, sll1630, sll1631	N	1.35	NA
TU1348	4	1316115	1312705	-	NA	N	1.12	hypothetical protein , bacterial cryptochrome , unknown protein , putative cytidine and deoxycytidylate deaminase
TU1347	4	1316115	1312705	-	sll1628, sll1629, sll1630, sll1631	N	1.12	hypothetical protein , bacterial cryptochrome , unknown protein , putative cytidine and deoxycytidylate deaminase
NA	1	1316235	1317669	+	NA	N	1.99	OxPPCycle gene
TU1349	1	1316235	1317669	+	slr1734	N	1.99	OxPPCycle gene
NA	1	1317670	1318600	+	NA	N	3.24	ABC transporter
TU1350	1	1317670	1318600	+	slr1735	N	3.24	ABC transporter
NA	0	1318674	1318607	-	NA	Dark	3.76	NA
TU1351	0	1318674	1318607	-	NA	Dark	3.76	NA
NA	1	1319364	1318675	-	NA	42C	1.97	SOS function regulatory protein
TU1352	1	1319364	1318675	-	sll1626	42C	1.97	SOS function regulatory protein
TU1354	0	1320295	1320394	+	NA	N	1.3	NA
TU1353	0	1320295	1320394	+	sll1625	N	1.3	NA
TU1354	1	1320578	1319460	-	NA	N	1.66	succinate dehydrogenase iron-sulfur subunit
TU1353	1	1320578	1319460	-	sll1625	N	1.66	succinate dehydrogenase iron-sulfur subunit
NA	1	1322070	1320579	-	NA	N	1.17	two-component response regulator , ncRNA
TU1355	1	1322070	1320579	-	sll1624, ncl0580	N	1.17	two-component response regulator , ncRNA
NA	1	1322544	1322092	-	NA	15C	1.01	ABC transporter
TU1356	1	1322544	1322092	-	sll1623	15C	1.01	ABC transporter
TU1358, TU1359	2	1322661	1324920	+	sll1621	N	1.49	homogentisate phytyltransferase , hypothetical protein
TU1357	2	1322661	1324920	+	slr1736, slr1737	N	1.49	homogentisate phytyltransferase , hypothetical protein
TU1358	0	1324157	1324057	-	NA	HL	1	NA
TU1357	0	1324157	1324057	-	slr1736, slr1737	HL	1	NA
TU1359	1	1325477	1324741	-	sll1621	Dark	1.36	membrane protein
TU1357	1	1325477	1324741	-	slr1736, slr1737	Dark	1.36	membrane protein
TU1360	1	1325584	1326352	+	ncr0510, slr1738	Dark	1.2	ncRNA, transcription regulator Fur family
TU1361	1	1325584	1326352	+	sll1620	Dark	1.2	ncRNA, transcription regulator Fur family
TU1360	1	1326659	1325905	-	ncr0510, slr1738	N	1.2	hypothetical protein
TU1361	1	1326659	1325905	-	sll1620	N	1.2	hypothetical protein
NA	1	1326858	1327337	+	NA	42C	1.26	photosystem II protein
TU1362	1	1326858	1327337	+	slr1739	42C	1.26	photosystem II protein
NA	1	1327338	1328211	+	NA	15C	1.76	ABC transporter substrate-binding protein
TU1363	1	1327338	1328211	+	slr1740	15C	1.76	ABC transporter substrate-binding protein
TU1365	0	1329497	1329617	+	NA	15C	1.9	NA
TU1364	0	1329497	1329617	+	sll1618, 6803t13	15C	1.9	NA
TU1364	2	1330022	1328610	-	sll1618, 6803t13	N	1.85	hypothetical protein , tRNA-OTHER
TU1365	2	1330022	1328610	-	slr1740	N	1.85	hypothetical protein , tRNA-OTHER
NA	1	1330058	1330775	+	NA	15C	5.15	probable cobyric acid synthase
TU1366	1	1330058	1330775	+	slr1742	15C	5.15	probable cobyric acid synthase
NA	1	1330885	1332166	+	NA	15C	2.09	NADH dehydrogenase
TU1367	1	1330885	1332166	+	slr1743	15C	2.09	NADH dehydrogenase
NA	0	1332167	1332275	+	NA	N	1.37	NA
TU1368	0	1332167	1332275	+	NA	N	1.37	NA
TU1370, TU1371	1	1332276	1334400	+	NA	HL	2.06	N-acetylmuramoyl-L-alanine amidase
TU1369	1	1332276	1334400	+	slr1744	HL	2.06	N-acetylmuramoyl-L-alanine amidase
TU1370	0	1333548	1332846	-	NA	N	1.01	NA
TU1369	0	1333548	1332846	-	slr1744	N	1.01	NA
TU1371	0	1334130	1333804	-	NA	0	1.13	NA
TU1369	0	1334130	1333804	-	slr1744	#REF!	1.13	NA
NA	0	1334401	1334485	+	NA	N	1.81	NA
TU1372	0	1334401	1334485	+	NA	N	1.81	NA
NA	1	1334486	1335479	+	NA	15C	1.19	glutamate racemase , ncRNA
TU1373	1	1334486	1335479	+	slr1746, ncr0520	15C	1.19	glutamate racemase , ncRNA
NA	1	1335518	1336852	+	NA	15C	1.52	cell death suppressor protein Lls1 homolog
TU1374	1	1335518	1336852	+	slr1747	15C	1.52	cell death suppressor protein Lls1 homolog
TU1376	1	1337276	1338692	+	NA	N	4.62	NADH dehydrogenase
TU1375	1	1337276	1338692	+	slr0851	N	4.62	NADH dehydrogenase
TU1376	0	1338069	1337970	-	NA	15C	1.25	NA
TU1375	0	1338069	1337970	-	slr0851	15C	1.25	NA
NA	2	1338693	1339663	+	NA	42C	1.13	hypothetical protein , ribosomalProtein-alanine acetyltransferase
TU1377	2	1338693	1339663	+	slr0852, slr0853	42C	1.13	hypothetical protein , ribosomalProtein-alanine acetyltransferase
NA	1	1339664	1340315	+	NA	Fe	1.04	deoxyribopyrimidine photolyase
TU1378	1	1339664	1340315	+	slr0854	Fe	1.04	deoxyribopyrimidine photolyase
TU1379	0	1340489	1341082	+	NA	exp. P.	1.16	NA
TU1380	0	1340489	1341082	+	sll0856, sll0857, sll0858	exp. P.	1.16	NA
TU1380	3	1342685	1340900	-	sll0856, sll0857, sll0858	#REF!	1.19	RNA polymerase ECF-type (group 3) sigma-E factor , unknown protein , hypothetical protein
TU1379	3	1342685	1340900	-	slr0854	#REF!	1.19	RNA polymerase ECF-type (group 3) sigma-E factor , unknown protein , hypothetical protein
TU1382	0	1344466	1344720	+	NA	15C	2.43	NA
TU1381	0	1344466	1344720	+	sll0853, sll0854, sll0855	15C	2.43	NA
TU1382	3	1345668	1342720	-	NA	15C	1.51	hypothetical protein , hypothetical protein , putative channel transporter
TU1381	3	1345668	1342720	-	sll0853, sll0854, sll0855	15C	1.51	hypothetical protein , hypothetical protein , putative channel transporter
TU1383	2	1345863	1346701	+	NA	15C	1.16	putative transposase [ISY100_l] , putative transposase [ISY100_l]
TU1384	2	1345863	1346701	+	slr0856, slr0857	15C	1.16	putative transposase [ISY100_l] , putative transposase [ISY100_l]
TU1383	0	1346076	1345669	-	NA	15C	1.35	NA
TU1384	0	1346076	1345669	-	slr0856, slr0857	15C	1.35	NA
TU1385	0	1346810	1346913	+	NA	Fe	1.24	NA
TU1386	0	1346810	1346913	+	sll0849, sll0851	Fe	1.24	NA
TU1387	0	1347388	1347799	+	NA	N	1.04	NA
TU1386	0	1347388	1347799	+	sll0849, sll0851	N	1.04	NA
TU1386	2	1349979	1346850	-	sll0849, sll0851	exp. P.	1.77	photosystem II reaction center D2 protein , photosystem II CP43 protein
TU1385, TU1387	2	1349979	1346850	-	slr0857	exp. P.	1.77	photosystem II reaction center D2 protein , photosystem II CP43 protein
NA	0	1350191	1349980	-	NA	exp. P.	1.43	NA
TU1388	0	1350191	1349980	-	SyR53	exp. P.	1.43	NA
NA	0	1351810	1351708	-	NA	N	1.01	unknown protein 
TU1389	0	1351810	1351708	-	sll0847	N	1.01	unknown protein 
TU1391	0	1352039	1352207	+	NA	15C	1.25	NA
TU1390	0	1352039	1352207	+	sll0847	15C	1.25	NA
TU1390, TU1393, TU1394	1	1352208	1353497	+	sll0846, sll0847	15C	1.12	phosphoribosylglycinamide formyltransferase 2
TU1392	1	1352208	1353497	+	slr0861	15C	1.12	phosphoribosylglycinamide formyltransferase 2
TU1390	1	1352241	1351976	-	sll0847	P	1.34	unknown protein
TU1391, TU1392	1	1352241	1351976	-	slr0861	P	1.34	unknown protein
TU1393	0	1353418	1353317	-	NA	15C	1.13	NA
TU1392	0	1353418	1353317	-	slr0861	15C	1.13	NA
TU1394	1	1353924	1353436	-	sll0846	42C	1.59	hypothetical protein
TU1392	1	1353924	1353436	-	slr0861	42C	1.59	hypothetical protein
NA	1	1354067	1354754	+	NA	15C	2.34	LmbP protein
TU1395	1	1354067	1354754	+	slr0862	15C	2.34	LmbP protein
TU1397	1	1355142	1356750	+	sll0844	N	1.77	hypothetical protein
TU1396	1	1355142	1356750	+	slr0863	N	1.77	hypothetical protein
TU1397	1	1357681	1356350	-	sll0844	Fe	1.01	tRNA-specific 2-thiouridylase MnmA
TU1396	1	1357681	1356350	-	slr0863	Fe	1.01	tRNA-specific 2-thiouridylase MnmA
TU1399	0	1357703	1357804	+	NA	15C	1.05	NA
TU1398	0	1357703	1357804	+	sll0843	15C	1.05	NA
TU1399	1	1358954	1357682	-	NA	Dark	6.37	unknown protein
TU1398	1	1358954	1357682	-	sll0843	Dark	6.37	unknown protein
TU1400	0	1359006	1359107	+	NA	HL	1.05	NA
NA	0	1359006	1359107	+	sll0842	HL	1.05	NA
TU1401	0	1359166	1359475	+	NA	15C	1.25	NA
NA	0	1359166	1359475	+	sll0842	15C	1.25	NA
TU1402	1	1360409	1362234	+	sll0842	15C	1.57	ABC transporter
TU1403	1	1360409	1362234	+	slr0864	15C	1.57	ABC transporter
TU1402	1	1360565	1360093	-	sll0842	P	1.02	neopullulanase
TU1403	1	1360565	1360093	-	slr0864	P	1.02	neopullulanase
NA	1	1362235	1362448	+	NA	15C	1.33	hypothetical protein
TU1404	1	1362235	1362448	+	slr0865	15C	1.33	hypothetical protein
TU1406	0	1365112	1365174	+	NA	HL	1.56	NA
TU1405	0	1365112	1365174	+	sll0837, sll0838, sll0839	HL	1.56	NA
TU1405	3	1365572	1363054	-	sll0837, sll0838, sll0839	Fe	1.19	periplasmic protein, function unknown , orotidine 5' monophosphate decarboxylase , hypothetical protein
TU1406	3	1365572	1363054	-	slr0865	Fe	1.19	periplasmic protein, function unknown , orotidine 5' monophosphate decarboxylase , hypothetical protein
TU1408	0	1366483	1366805	+	NA	P	1.14	NA
TU1407	0	1366483	1366805	+	ssl1577	P	1.14	NA
TU1407, TU1410, TU1411	5	1367100	1372517	+	sll1165, ssl1577	P	2.29	hypothetical protein , hypothetical protein , unknown protein , hypothetical protein , hypothetical protein
